Name,Unique visitors total,Daily-Visitors,Weekday-Visitors-Per_day,Weekend-Visitors-Per_day,Weekday-Morning,Weekday-Afternoon,Weekday-Night,Weekend-Morning,Weekend-Afternoon,Weekend-Night,Weekday-Morning-Per_day,Weekday-Afternoon-Per_day,Weekday-Night-Per_day,Weekend-Morning-Per_day,Weekend-Afternoon-Per_day,Weekend-Night-Per_day,Morning,Afternoon,Night
118,0.507301671,0.342276436,0.339479159,0.348363428,0.295636844,0.357300847,0.354406312,0.288640995,0.388765295,0.346710124,0.295636844,0.357300847,0.354406312,0.288640995,0.388765295,0.346710124,0.293599475,0.367640675,0.35195748
119,0.266222962,0.066506024,0.06360424,0.074248674,0.050573163,0.07797271,0.061752988,0.088768116,0.054844607,0.078595318,0.050573163,0.07797271,0.061752988,0.088768116,0.054844607,0.078595318,0.060933661,0.071907958,0.066539924
120,0.457316361,0.331403342,0.314593564,0.374928829,0.299326052,0.324175824,0.318906354,0.365612648,0.403,0.350942319,0.299326052,0.324175824,0.318906354,0.365612648,0.403,0.350942319,0.316612266,0.347281255,0.327855775
121,0.472684435,0.327020767,0.314905607,0.35408144,0.284545068,0.3455235,0.300194415,0.334229632,0.384458356,0.323102447,0.284545068,0.3455235,0.300194415,0.334229632,0.384458356,0.323102447,0.298621162,0.358460704,0.307039286
122,0.631278375,0.570440907,0.558135214,0.60301517,0.559752025,0.532122767,0.585509855,0.619559842,0.59269001,0.598720243,0.559752025,0.532122767,0.585509855,0.619559842,0.59269001,0.598720243,0.575905827,0.548161477,0.589316126
123,0.540206007,0.37842204,0.368040154,0.408188309,0.341432584,0.383047008,0.371854263,0.374278648,0.441912799,0.395574925,0.341432584,0.383047008,0.371854263,0.374278648,0.441912799,0.395574925,0.349780013,0.397837303,0.378304467
124,0.474131381,0.381446286,0.379410064,0.386226964,0.374112776,0.377950489,0.385442986,0.363613036,0.407642302,0.377304695,0.374112776,0.377950489,0.385442986,0.363613036,0.407642302,0.377304695,0.371198633,0.38721972,0.38300057
125,0.372505543,0.244403678,0.250079964,0.230921178,0.240951029,0.25512888,0.253483167,0.221200447,0.245747928,0.224577202,0.240951029,0.25512888,0.253483167,0.221200447,0.245747928,0.224577202,0.235228459,0.252268723,0.244991451
126,0.465282002,0.377137172,0.368484656,0.400237731,0.346912617,0.366356854,0.389395313,0.397271398,0.392324094,0.410697455,0.346912617,0.366356854,0.389395313,0.397271398,0.392324094,0.410697455,0.359777603,0.373389254,0.395536836
127,0.488621151,0.356985232,0.362843648,0.343262411,0.338066741,0.407448146,0.331864764,0.321087066,0.368553459,0.331725499,0.338066741,0.407448146,0.331864764,0.321087066,0.368553459,0.331725499,0.333188752,0.395615809,0.331822424
128,0.314933465,0.191413815,0.196505385,0.176567817,0.192149186,0.19410066,0.202701426,0.168209384,0.185257848,0.175223214,0.192149186,0.19410066,0.202701426,0.168209384,0.185257848,0.175223214,0.186307345,0.191721954,0.195751888
129,0.418682863,0.279733653,0.273607255,0.295213847,0.264232927,0.27314742,0.282556121,0.280343316,0.31409206,0.287850321,0.264232927,0.27314742,0.282556121,0.280343316,0.31409206,0.287850321,0.268555836,0.285300555,0.2840581
130,0.424564322,0.292893031,0.289378928,0.300482972,0.266494328,0.289888748,0.306976461,0.278633865,0.308429799,0.309074159,0.266494328,0.289888748,0.306976461,0.278633865,0.308429799,0.309074159,0.27013373,0.296033894,0.30763951
131,0.43557566,0.281152067,0.279699343,0.285250927,0.276384153,0.276481086,0.28639149,0.280798591,0.299760431,0.273968287,0.276384153,0.276481086,0.28639149,0.280798591,0.299760431,0.273968287,0.277518024,0.282523643,0.283056104
132,0.469812075,0.294638978,0.280657784,0.323635766,0.25671364,0.295235294,0.286756925,0.274575741,0.382016963,0.287254649,0.25671364,0.295235294,0.286756925,0.274575741,0.382016963,0.287254649,0.262040816,0.327775429,0.286904193
133,0.454699887,0.313337808,0.304884624,0.334175028,0.300251499,0.294085395,0.321772006,0.321458161,0.354550429,0.32312868,0.300251499,0.294085395,0.321772006,0.321458161,0.354550429,0.32312868,0.305752561,0.310600777,0.322217314
134,0.501520859,0.387773836,0.377321689,0.413356578,0.339168022,0.395271509,0.384255362,0.396208418,0.43341194,0.399327284,0.339168022,0.395271509,0.384255362,0.396208418,0.43341194,0.399327284,0.354234246,0.406588348,0.38879081
135,0.410606153,0.28648252,0.281699032,0.297142223,0.27225213,0.282016002,0.289838176,0.292598542,0.298833666,0.299340706,0.27225213,0.282016002,0.289838176,0.292598542,0.298833666,0.299340706,0.278300154,0.287508579,0.292735112
136,0.434900894,0.295149269,0.285959002,0.316393875,0.285010042,0.287032202,0.285805118,0.316877637,0.334493426,0.298091603,0.285010042,0.287032202,0.285805118,0.316877637,0.334493426,0.298091603,0.294634892,0.301764494,0.289417574
137,0.626325088,0.378135727,0.383500423,0.363724854,0.357314149,0.414077362,0.37171178,0.326160815,0.404273504,0.349854227,0.357314149,0.414077362,0.37171178,0.326160815,0.404273504,0.349854227,0.349187592,0.411424607,0.365553122
138,0.654028436,0.656970362,0.648564779,0.677298311,0.603305785,0.677536232,0.64973262,0.718446602,0.68013468,0.639097744,0.603305785,0.677536232,0.64973262,0.718446602,0.68013468,0.639097744,0.628755365,0.67844523,0.646942801
139,0.535529716,0.608550266,0.585856613,0.671892039,0.58908046,0.544404422,0.636747281,0.726347915,0.639410681,0.664783427,0.58908046,0.544404422,0.636747281,0.726347915,0.639410681,0.664783427,0.621871203,0.568363366,0.645190563
140,0.49748924,0.344035138,0.337786282,0.359361708,0.312276915,0.351832842,0.344280745,0.336651183,0.399698233,0.327374001,0.312276915,0.351832842,0.344280745,0.336651183,0.399698233,0.327374001,0.318928054,0.366933382,0.339628705
141,0.316857899,0.185821337,0.178076673,0.205149687,0.167778974,0.178714732,0.186947564,0.202626642,0.213760343,0.198082011,0.167778974,0.178714732,0.186947564,0.202626642,0.213760343,0.198082011,0.177420192,0.189004364,0.190139844
142,0.445210364,0.288270906,0.272943017,0.317551904,0.254869565,0.279172459,0.282804074,0.296067007,0.348678943,0.299610895,0.254869565,0.279172459,0.282804074,0.296067007,0.348678943,0.299610895,0.268185028,0.305582315,0.288264145
143,0.38484579,0.250714848,0.246187975,0.260999276,0.233825862,0.256117951,0.247425609,0.245542119,0.271638754,0.262240387,0.233825862,0.256117951,0.247425609,0.245542119,0.271638754,0.262240387,0.237216752,0.261190976,0.251849269
144,0.404116539,0.252943748,0.251301087,0.257547322,0.247655457,0.254643794,0.251292177,0.257181253,0.267652672,0.247971286,0.247655457,0.254643794,0.251292177,0.257181253,0.267652672,0.247971286,0.250154226,0.257970072,0.250391501
145,0.341446692,0.157247336,0.156864384,0.158123745,0.147658438,0.164193803,0.158583169,0.147835269,0.166360164,0.159506652,0.147658438,0.164193803,0.158583169,0.147835269,0.166360164,0.159506652,0.147711764,0.164880499,0.15885523
146,0.414731129,0.296145831,0.29641419,0.295554429,0.287389847,0.303988671,0.297307209,0.293416655,0.300185014,0.292440074,0.287389847,0.303988671,0.297307209,0.293416655,0.300185014,0.292440074,0.289193303,0.302703547,0.295852772
147,0.45835899,0.296678641,0.282776447,0.326542277,0.274701744,0.286917829,0.28597919,0.304883288,0.36377741,0.299923489,0.274701744,0.286917829,0.28597919,0.304883288,0.36377741,0.299923489,0.283736283,0.314934208,0.289991195
148,0.345791642,0.235983512,0.230558097,0.247370179,0.221787921,0.232745533,0.236437247,0.232247285,0.266185375,0.240899096,0.221787921,0.232745533,0.236437247,0.232247285,0.266185375,0.240899096,0.225047735,0.243913821,0.237870937
149,0.345751758,0.223805775,0.222217125,0.228756612,0.221507263,0.222574427,0.222506038,0.223824451,0.239356539,0.22267316,0.221507263,0.222574427,0.222506038,0.223824451,0.239356539,0.22267316,0.222056964,0.226534887,0.222548748
150,0.383770173,0.258824856,0.263846822,0.246307359,0.255076355,0.258455552,0.277764641,0.241158267,0.257104455,0.240319942,0.255076355,0.258455552,0.277764641,0.241158267,0.257104455,0.240319942,0.251246807,0.258076675,0.266439411
151,0.345573887,0.23264208,0.234970962,0.226823529,0.231976459,0.230474589,0.24215042,0.225881743,0.24080343,0.213757562,0.231976459,0.230474589,0.24215042,0.225881743,0.24080343,0.213757562,0.230303893,0.233498513,0.233932162
152,0.412368629,0.288279108,0.285543308,0.295009269,0.279191255,0.285537157,0.291518953,0.298308878,0.286705551,0.300892388,0.279191255,0.285537157,0.291518953,0.298308878,0.286705551,0.300892388,0.284545201,0.285869627,0.294350874
153,0.448631387,0.335417986,0.335507047,0.335217928,0.329399616,0.337986378,0.338512764,0.335572782,0.338144619,0.331696086,0.329399616,0.337986378,0.338512764,0.335572782,0.338144619,0.331696086,0.331250323,0.338037787,0.336478564
154,0.522962402,0.366470134,0.352598921,0.398428641,0.333255962,0.367428543,0.354296613,0.392634561,0.412223393,0.38737411,0.333255962,0.367428543,0.354296613,0.392634561,0.412223393,0.38737411,0.350512493,0.381719165,0.364075379
155,0.33046651,0.21046143,0.211464143,0.208092771,0.206485251,0.206871647,0.222421648,0.206236712,0.213284133,0.203204437,0.206485251,0.206871647,0.222421648,0.206236712,0.213284133,0.203204437,0.206413846,0.208766446,0.216475187
156,0.405368946,0.298761593,0.296677354,0.303223824,0.289885457,0.295627051,0.303469226,0.298747153,0.317963677,0.291341772,0.289885457,0.295627051,0.303469226,0.298747153,0.317963677,0.291341772,0.292631282,0.303272352,0.299794409
157,0.36395953,0.227212137,0.231152485,0.216761331,0.211638543,0.25061703,0.221537559,0.20950623,0.223034201,0.214873314,0.211638543,0.25061703,0.221537559,0.20950623,0.223034201,0.214873314,0.21109544,0.24343857,0.219482496
158,0.518851998,0.259237203,0.253286394,0.274751025,0.249797898,0.25605421,0.253871681,0.275925359,0.284100782,0.264488636,0.249797898,0.25605421,0.253871681,0.275925359,0.284100782,0.264488636,0.256958417,0.263829787,0.256847134
159,0.544230111,0.353681386,0.347950247,0.369099445,0.34897561,0.355804572,0.338245475,0.368273543,0.375306824,0.363614044,0.34897561,0.355804572,0.338245475,0.368273543,0.375306824,0.363614044,0.353958605,0.361021735,0.345530175
160,0.385972108,0.276473526,0.28080625,0.267573835,0.277433607,0.281595648,0.282967145,0.260201005,0.275218755,0.265776699,0.277433607,0.281595648,0.282967145,0.260201005,0.275218755,0.265776699,0.271861697,0.279335167,0.277728786
161,0.379332414,0.266780974,0.267722211,0.264534169,0.25900402,0.274449525,0.269095441,0.24896896,0.279371475,0.260805861,0.25900402,0.274449525,0.269095441,0.24896896,0.279371475,0.260805861,0.256251488,0.276038821,0.266725997
162,0.401878824,0.301044917,0.29425672,0.31552005,0.277219009,0.316037736,0.283588768,0.28416,0.346946217,0.298155498,0.277219009,0.316037736,0.283588768,0.28416,0.346946217,0.298155498,0.279176821,0.326577557,0.288307367
163,0.380552445,0.260207992,0.259654834,0.261520296,0.249037119,0.269545066,0.259945629,0.265303994,0.261684807,0.25799889,0.249037119,0.269545066,0.259945629,0.265303994,0.261684807,0.25799889,0.253733141,0.267126372,0.259375592
164,0.41265646,0.30583647,0.304407499,0.3089289,0.293161968,0.311170997,0.307946353,0.300769312,0.321119634,0.302336235,0.293161968,0.311170997,0.307946353,0.300769312,0.321119634,0.302336235,0.29544735,0.31455712,0.306233214
165,0.383907862,0.315334511,0.301399116,0.348757801,0.297214594,0.299116153,0.307720534,0.352494354,0.358949416,0.335126955,0.297214594,0.299116153,0.307720534,0.352494354,0.358949416,0.335126955,0.3125,0.317086235,0.316047617
166,0.387879702,0.241025381,0.24160203,0.239711695,0.232189616,0.250519702,0.242225001,0.230004468,0.246764053,0.24073895,0.232189616,0.250519702,0.242225001,0.230004468,0.246764053,0.24073895,0.231560671,0.249268398,0.241787646
167,0.309975669,0.193068894,0.19921133,0.179098764,0.187467246,0.208017882,0.201629186,0.172678167,0.180964507,0.183109834,0.187467246,0.208017882,0.201629186,0.172678167,0.180964507,0.183109834,0.183022623,0.199583168,0.196005236
168,0.378824193,0.297493625,0.293996469,0.305662972,0.288622754,0.291139241,0.302204341,0.308837504,0.309171598,0.299437102,0.288622754,0.291139241,0.302204341,0.308837504,0.309171598,0.299437102,0.294377564,0.296484955,0.301328479
169,0.394893956,0.247502571,0.243061474,0.257494494,0.232904338,0.250752041,0.245029554,0.249250278,0.268069601,0.25408133,0.232904338,0.250752041,0.245029554,0.249250278,0.268069601,0.25408133,0.237802999,0.256381127,0.247733469
170,0.42687592,0.315622789,0.316297571,0.313851228,0.310678145,0.317453193,0.320282686,0.317128205,0.319544984,0.305248376,0.310678145,0.317453193,0.320282686,0.317128205,0.319544984,0.305248376,0.312413755,0.318020376,0.315967149
171,0.392086699,0.262365382,0.257470144,0.272147275,0.242728736,0.266205404,0.262340453,0.264308098,0.288524362,0.262488834,0.242728736,0.266205404,0.262340453,0.264308098,0.288524362,0.262488834,0.249687525,0.274181529,0.262388159
172,0.452960073,0.285096474,0.274696297,0.313460966,0.261836688,0.279598032,0.281831032,0.319766472,0.321791444,0.298489607,0.261836688,0.279598032,0.281831032,0.319766472,0.321791444,0.298489607,0.276625644,0.291469194,0.286272477
173,0.430123796,0.257741145,0.257059486,0.25927651,0.249448773,0.255090958,0.265788607,0.249789456,0.278356566,0.248059656,0.249448773,0.255090958,0.265788607,0.249789456,0.278356566,0.248059656,0.249552269,0.262449529,0.260433903
174,0.430816181,0.289089762,0.281226886,0.307865425,0.271905137,0.284383126,0.286688147,0.310222719,0.312998211,0.300546448,0.271905137,0.284383126,0.286688147,0.310222719,0.312998211,0.300546448,0.282905297,0.293181932,0.2907153
175,0.419456748,0.298200055,0.296868198,0.300917929,0.2828153,0.309042834,0.297407627,0.287222992,0.312072288,0.300222653,0.2828153,0.309042834,0.297407627,0.287222992,0.312072288,0.300222653,0.284183098,0.310093053,0.298328011
176,0.393564661,0.279588759,0.278347547,0.282763458,0.269622374,0.282449951,0.282425537,0.278591353,0.286736926,0.282350553,0.269622374,0.282449951,0.282425537,0.278591353,0.286736926,0.282350553,0.27204291,0.283702155,0.282404508
177,0.35487277,0.217642969,0.222241542,0.206924502,0.214602822,0.222092429,0.229296623,0.194050165,0.223601483,0.200641242,0.214602822,0.222092429,0.229296623,0.194050165,0.223601483,0.200641242,0.20865011,0.222562814,0.220751774
178,0.469579686,0.340723927,0.334200642,0.355286719,0.327527256,0.334709302,0.339342927,0.338535229,0.385759709,0.334295839,0.327527256,0.334709302,0.339342927,0.338535229,0.385759709,0.334295839,0.330769581,0.351995693,0.337865868
179,0.403260289,0.284549603,0.276931708,0.303287338,0.263963781,0.280183052,0.28584717,0.305977976,0.304393673,0.299752271,0.263963781,0.280183052,0.28584717,0.305977976,0.304393673,0.299752271,0.275709155,0.287567452,0.289779171
180,0.486171761,0.259393939,0.217633929,0.368960469,0.193379791,0.242975207,0.215334421,0.357954545,0.40070922,0.337777778,0.193379791,0.242975207,0.215334421,0.357954545,0.40070922,0.337777778,0.232,0.293122886,0.248210024
181,0.430364013,0.312808846,0.316770955,0.303907553,0.309332708,0.32040715,0.319545572,0.296161898,0.317111791,0.295763109,0.309332708,0.32040715,0.319545572,0.296161898,0.317111791,0.295763109,0.30543864,0.319352987,0.312264861
182,0.400085626,0.291614105,0.285814273,0.30471913,0.277876896,0.28602169,0.292529672,0.300413313,0.318021201,0.294721672,0.277876896,0.28602169,0.292529672,0.300413313,0.318021201,0.294721672,0.284430948,0.296504225,0.293189459
183,0.334067278,0.205605681,0.204422746,0.208424583,0.199761189,0.213459009,0.200264266,0.208287776,0.209530414,0.207431891,0.199761189,0.213459009,0.200264266,0.208287776,0.209530414,0.207431891,0.202216764,0.212253829,0.202356587
184,0.362102689,0.243120234,0.239173568,0.252276594,0.240069547,0.241134752,0.236580034,0.264595104,0.249926665,0.243084167,0.240069547,0.241134752,0.236580034,0.264595104,0.249926665,0.243084167,0.247397543,0.243888991,0.238480055
185,0.37979798,0.165340407,0.168545267,0.158185772,0.163031392,0.17434905,0.168427595,0.15884269,0.167257132,0.148739343,0.163031392,0.17434905,0.168427595,0.15884269,0.167257132,0.148739343,0.161738616,0.172075787,0.162523797
186,0.396592576,0.253114643,0.255971066,0.246155125,0.237497317,0.269155206,0.26029654,0.22285878,0.284689531,0.223939171,0.237497317,0.269155206,0.26029654,0.22285878,0.284689531,0.223939171,0.23350769,0.274058873,0.25
187,0.409005629,0.268719522,0.261904071,0.283047642,0.25020629,0.264761391,0.269611393,0.277385515,0.29684105,0.273060701,0.25020629,0.264761391,0.269611393,0.277385515,0.29684105,0.273060701,0.258698941,0.27597896,0.270663237
188,0.364419012,0.252356789,0.255659552,0.244373116,0.244368452,0.261701945,0.259023249,0.230298616,0.266120164,0.230441295,0.244368452,0.261701945,0.259023249,0.230298616,0.266120164,0.230441295,0.240548877,0.263031251,0.250399778
189,0.372054303,0.203390938,0.202689208,0.205054788,0.194696232,0.207769684,0.204876773,0.189153187,0.218706157,0.204436913,0.194696232,0.207769684,0.204876773,0.189153187,0.218706157,0.204436913,0.19313051,0.211137782,0.204745732
190,0.372763419,0.153440703,0.148775056,0.162393162,0.142958245,0.160655738,0.142396907,0.125541126,0.200708383,0.15375,0.142958245,0.160655738,0.142396907,0.125541126,0.200708383,0.15375,0.137226971,0.174957841,0.146258503
191,0.462047919,0.304394041,0.281207762,0.353111213,0.23805301,0.301158712,0.28622985,0.324988724,0.379053178,0.333996353,0.23805301,0.301158712,0.28622985,0.324988724,0.379053178,0.333996353,0.264486045,0.326836742,0.30180521
192,0.479849727,0.281426011,0.301928991,0.236460249,0.288014311,0.327659574,0.290498442,0.203457447,0.271914132,0.230724299,0.288014311,0.327659574,0.290498442,0.203457447,0.271914132,0.230724299,0.261836147,0.309688581,0.272106398
193,0.454685692,0.343338065,0.336547376,0.36161717,0.33028083,0.321171634,0.358761747,0.364877161,0.361715749,0.35884101,0.33028083,0.321171634,0.358761747,0.364877161,0.361715749,0.35884101,0.338971429,0.332783278,0.358783239
194,0.389893729,0.262822043,0.257374901,0.27444795,0.247851003,0.270841785,0.254726049,0.270184697,0.281593033,0.270705297,0.247851003,0.270841785,0.254726049,0.270184697,0.281593033,0.270705297,0.254808483,0.274696679,0.259377041
195,0.388920946,0.233635357,0.230229114,0.241731496,0.225121529,0.22772053,0.237323576,0.23221234,0.263885366,0.228333544,0.225121529,0.22772053,0.237323576,0.23221234,0.263885366,0.228333544,0.227154983,0.23888367,0.234689729
196,0.331099944,0.195725007,0.212235575,0.161483007,0.198374473,0.231296962,0.208898535,0.153122901,0.164578588,0.165838509,0.198374473,0.231296962,0.208898535,0.153122901,0.164578588,0.165838509,0.184369154,0.206975296,0.195808157
197,0.317100562,0.205186151,0.205760452,0.203987241,0.204708098,0.204870608,0.207694516,0.200385356,0.208788806,0.201938611,0.204708098,0.204870608,0.207694516,0.200385356,0.208788806,0.201938611,0.203354027,0.206143466,0.205781987
198,0.36950421,0.148662708,0.150152556,0.145131838,0.146910885,0.160780936,0.143442981,0.127558306,0.171804357,0.1330305,0.146910885,0.160780936,0.143442981,0.127558306,0.171804357,0.1330305,0.141393582,0.164283382,0.140450137
199,0.413108839,0.309563525,0.303030303,0.333333333,0.283860045,0.309251101,0.315427858,0.29004329,0.393992933,0.305927342,0.283860045,0.309251101,0.315427858,0.29004329,0.393992933,0.305927342,0.285138765,0.326163611,0.313088512
200,0.417090539,0.348666053,0.349301397,0.347242921,0.35106383,0.327531646,0.375757576,0.328571429,0.394402036,0.231884058,0.35106383,0.327531646,0.375757576,0.328571429,0.394402036,0.231884058,0.34496124,0.353170732,0.344391785
201,0.334545455,0.204273048,0.207585944,0.19657595,0.201989777,0.218130569,0.203072095,0.194043121,0.201857945,0.193393393,0.201989777,0.218130569,0.203072095,0.194043121,0.201857945,0.193393393,0.19967648,0.212929168,0.200245557
202,0.348805593,0.261638533,0.26149392,0.261970086,0.253843404,0.261578759,0.268458585,0.261271676,0.272588832,0.251859451,0.253843404,0.261578759,0.268458585,0.261271676,0.272588832,0.251859451,0.256012151,0.265094416,0.263485477
203,0.457614943,0.230851575,0.232594105,0.226660716,0.217722019,0.248551915,0.229395733,0.214145864,0.242787955,0.221137153,0.217722019,0.248551915,0.229395733,0.214145864,0.242787955,0.221137153,0.216693645,0.246874234,0.226900125
204,0.359920018,0.216415664,0.214083928,0.221938362,0.201649913,0.224749196,0.21452297,0.215948622,0.229802308,0.219087137,0.201649913,0.224749196,0.21452297,0.215948622,0.229802308,0.219087137,0.20579564,0.226259177,0.215897729
205,0.364153627,0.248951214,0.254209329,0.237110101,0.244008909,0.262539827,0.255984556,0.229446309,0.254090826,0.226785054,0.244008909,0.262539827,0.255984556,0.229446309,0.254090826,0.226785054,0.239667354,0.259741841,0.247385051
206,0.377765173,0.243941665,0.238738389,0.256456531,0.234177731,0.238127854,0.243576179,0.241945289,0.269389217,0.256350207,0.234177731,0.238127854,0.243576179,0.241945289,0.269389217,0.256350207,0.236404834,0.247449661,0.247351328
207,0.792711257,0.565274553,0.555284104,0.589721338,0.548776076,0.622149226,0.452877138,0.609535305,0.647084904,0.462293794,0.548776076,0.622149226,0.452877138,0.609535305,0.647084904,0.462293794,0.566123891,0.629566135,0.455548128
208,0.375135219,0.253403699,0.249505683,0.262067241,0.237629284,0.251211791,0.258477431,0.259451184,0.26568598,0.260599684,0.237629284,0.251211791,0.258477431,0.259451184,0.26568598,0.260599684,0.244196349,0.25599947,0.25911237
209,0.407858814,0.249423844,0.250839798,0.246269654,0.241902962,0.252504019,0.257235085,0.234669811,0.265552004,0.235895394,0.241902962,0.252504019,0.257235085,0.234669811,0.265552004,0.235895394,0.239736912,0.256870166,0.250931336
210,0.380087209,0.30622811,0.300308914,0.319410319,0.292110874,0.291802566,0.315745394,0.309875142,0.339983022,0.303472572,0.292110874,0.291802566,0.315745394,0.309875142,0.339983022,0.303472572,0.29734247,0.308123652,0.312139583
211,0.415635872,0.316537136,0.32180206,0.305357369,0.317859607,0.314084422,0.33256338,0.303737043,0.305229717,0.306939175,0.317859607,0.314084422,0.33256338,0.303737043,0.305229717,0.306939175,0.31341039,0.311161309,0.324485938
212,0.531881188,0.272640796,0.277576275,0.260597947,0.278603199,0.278776471,0.275544461,0.259877705,0.259418001,0.262339845,0.278603199,0.278776471,0.275544461,0.259877705,0.259418001,0.262339845,0.273230312,0.273077434,0.271705947
213,0.3692679,0.182938295,0.188351677,0.166228514,0.18517732,0.203243044,0.17550702,0.163161249,0.178025852,0.157108722,0.18517732,0.203243044,0.17550702,0.163161249,0.178025852,0.157108722,0.179675056,0.197222612,0.170979124
214,0.390772532,0.187779124,0.180253668,0.20501139,0.157535387,0.195132245,0.184639588,0.183805668,0.227428928,0.198777742,0.157535387,0.195132245,0.184639588,0.183805668,0.227428928,0.198777742,0.16519174,0.205160539,0.188991189
215,0.357307989,0.212223184,0.211614037,0.213599332,0.203565443,0.213626316,0.216677966,0.195941218,0.222941176,0.219240048,0.203565443,0.213626316,0.216677966,0.195941218,0.222941176,0.219240048,0.201252521,0.216481832,0.217472641
216,0.348418102,0.244344196,0.249319213,0.234352846,0.254205014,0.239555155,0.254291533,0.231083845,0.233201581,0.238375515,0.254205014,0.239555155,0.254291533,0.231083845,0.233201581,0.238375515,0.246860113,0.23734798,0.24902648
217,0.400948992,0.256722902,0.261831467,0.243678379,0.253661744,0.268159717,0.262295082,0.22987375,0.256786596,0.241393443,0.253661744,0.268159717,0.262295082,0.22987375,0.256786596,0.241393443,0.247305704,0.265039202,0.255961252
218,0.410587279,0.287842265,0.286928423,0.289955974,0.275934043,0.282314008,0.302199258,0.283277027,0.301488654,0.283943241,0.275934043,0.282314008,0.302199258,0.283277027,0.301488654,0.283943241,0.278076184,0.288176034,0.296590335
219,0.453767123,0.314679603,0.288671024,0.364726528,0.272233041,0.305220583,0.287339662,0.315566212,0.414752704,0.343581524,0.272233041,0.305220583,0.287339662,0.315566212,0.414752704,0.343581524,0.285472783,0.346987952,0.306020714
220,0.41852359,0.232107012,0.22054258,0.259923028,0.20732868,0.230329129,0.22112059,0.230193142,0.280182977,0.264242034,0.20732868,0.230329129,0.22112059,0.230193142,0.280182977,0.264242034,0.213889831,0.24396675,0.235058518
221,0.386473077,0.2500115,0.253062741,0.243118441,0.244273237,0.257198573,0.257277413,0.231991525,0.259249787,0.236561054,0.244273237,0.257198573,0.257277413,0.231991525,0.259249787,0.236561054,0.240593259,0.25787006,0.251184462
222,0.453648915,0.25342496,0.257767972,0.242196165,0.248118152,0.264502444,0.260269122,0.229069163,0.261083744,0.234338747,0.248118152,0.264502444,0.260269122,0.229069163,0.261083744,0.234338747,0.243009553,0.263505128,0.253107779
223,0.409707677,0.277404028,0.271480557,0.291134112,0.260025809,0.269657067,0.283907887,0.288129496,0.299915308,0.284951404,0.260025809,0.269657067,0.283907887,0.288129496,0.299915308,0.284951404,0.2682533,0.279010406,0.284222738
224,0.372484386,0.204783259,0.202639729,0.209522591,0.192470156,0.211696008,0.203200657,0.204055496,0.220662347,0.202785515,0.192470156,0.211696008,0.203200657,0.204055496,0.220662347,0.202785515,0.195955056,0.214621257,0.203073421
225,0.43321513,0.308608349,0.30872198,0.308355647,0.29871127,0.309538191,0.317092652,0.314193963,0.312151236,0.299433749,0.29871127,0.309538191,0.317092652,0.314193963,0.312151236,0.299433749,0.303343582,0.310388263,0.311690112
226,0.3503386,0.212287604,0.206499868,0.226394531,0.202259313,0.201982951,0.214873099,0.225007985,0.230421899,0.223489835,0.202259313,0.201982951,0.214873099,0.225007985,0.230421899,0.223489835,0.208728825,0.210512951,0.217354676
227,0.43687291,0.26847588,0.274796748,0.252626627,0.263513514,0.282453416,0.275654342,0.232532141,0.269561815,0.249015748,0.263513514,0.282453416,0.275654342,0.232532141,0.269561815,0.249015748,0.255019157,0.278790574,0.26774759
228,0.305900621,0.19899885,0.196149796,0.205897024,0.190227137,0.198658243,0.198876179,0.204918033,0.212419834,0.200187383,0.190227137,0.198658243,0.198876179,0.204918033,0.212419834,0.200187383,0.194363929,0.202703946,0.199269424
229,0.389672058,0.286302801,0.280128702,0.30067545,0.275139665,0.286527045,0.278117411,0.30122631,0.300849858,0.300019331,0.275139665,0.286527045,0.278117411,0.30122631,0.300849858,0.300019331,0.282824302,0.290879871,0.284737642
230,0.297317217,0.167183307,0.165893435,0.170153361,0.156900726,0.172175379,0.168590774,0.163701523,0.183807184,0.162217167,0.156900726,0.172175379,0.168590774,0.163701523,0.183807184,0.162217167,0.158913554,0.175950184,0.166747455
231,0.306680936,0.213518309,0.215323877,0.209197324,0.203851955,0.211339286,0.231625582,0.196639151,0.228091529,0.201345291,0.203851955,0.211339286,0.231625582,0.196639151,0.228091529,0.201345291,0.201815003,0.215834858,0.221443112
232,0.38778626,0.263210505,0.249278651,0.295832384,0.242290306,0.250273116,0.254782368,0.28962536,0.317784257,0.28,0.242290306,0.250273116,0.254782368,0.28962536,0.317784257,0.28,0.256250443,0.270993943,0.262247089
233,0.40062043,0.224351424,0.217043409,0.242967795,0.207358278,0.221778584,0.221421215,0.243003413,0.246053024,0.24,0.207358278,0.221778584,0.221421215,0.243003413,0.246053024,0.24,0.216921527,0.228790225,0.226761252
234,0.307679325,0.172924259,0.178956391,0.158465174,0.172078139,0.184070558,0.180574555,0.15020475,0.167146101,0.15744303,0.172078139,0.184070558,0.180574555,0.15020475,0.167146101,0.15744303,0.165750569,0.178861031,0.173942557
235,0.407622204,0.306096017,0.304492869,0.310083223,0.297219097,0.306768328,0.308952932,0.305314579,0.326455144,0.298330718,0.297219097,0.306768328,0.308952932,0.305314579,0.326455144,0.298330718,0.299455535,0.312483896,0.305843288
236,0.346734122,0.223709717,0.225353962,0.219377163,0.219915932,0.222727115,0.233264419,0.221098989,0.22946593,0.207788646,0.219915932,0.222727115,0.233264419,0.221098989,0.22946593,0.207788646,0.220236481,0.22457104,0.226117508
